date,dataoqiao,shawo,xinbaliqiao,wangjiabai,wucun,huairoushuiku
2019/1/1 0:00,11.1702069,11.06,6.39,6.04,10.71,13.92
2019/1/1 4:00,11.13144828,11.08,5.68,5.8,10.38,13.98
2019/1/1 8:00,11.09268966,10.95,5.91,5.92,10,13.97
2019/1/1 12:00,11.05393103,10.92,10.11,5.78,9.96,13.94
2019/1/1 16:00,11.01517241,11.48,11.99,5.84,10.27,13.96
2019/1/1 20:00,10.97641379,11.58,8.45,5.87,10.63,13.89
2019/1/2 0:00,10.93765517,9.2,5.82,13.16,14.23,14.8
2019/1/2 4:00,10.89889655,9.28,4.75,13.08,13.39,14.47
2019/1/2 8:00,10.86013793,9.4,4.7,12.62,13.21,14.64
2019/1/2 12:00,10.82137931,10.22,10,13.27,13.55,14.66
2019/1/2 16:00,10.78262069,10.42,12.36,12.5,14.75,14.72
2019/1/2 20:00,10.74386207,9.76,8.7,12.51,15.11,14.82
2019/1/3 0:00,10.70510345,8.66,5.28,17.610001,11.83,15.47
2019/1/3 4:00,10.66634483,10.2,3.46,17.459999,11.61,14.76
2019/1/3 8:00,10.62758621,8.69,4.06,18.45,11.64,14.98
2019/1/3 12:00,10.58882759,9.98,7.96,19.440001,13.31,12.985
2019/1/3 16:00,10.55006897,8.2,11.04,20.219999,14,10.99
2019/1/3 20:00,10.51131034,7.98,7.64,20.43,12.93,10.64
2019/1/4 0:00,10.47255172,8.58,5.96,5.57,10.68,8.63
2019/1/4 4:00,10.4337931,8.12,4.36,4.79,10.48,8.47
2019/1/4 8:00,10.39503448,8.67,4.6,4.26,10.96,8.33
2019/1/4 12:00,10.35627586,8.89,7.38,8.17,14.57,8.5
2019/1/4 16:00,10.31751724,9.893068206,8.395,14.28,16.040001,9.33
2019/1/4 20:00,10.27875862,9.33,9.41,13.98,15.18,8.63
2019/1/5 0:00,10.24,10.93,8.912307692,2.74,10.34,8.46
2019/1/5 4:00,9.22,10.5,8.414615385,2.35,9.63,8.44
2019/1/5 8:00,9.11,9.03,7.916923077,2.87,13.2,8.68
2019/1/5 12:00,10.77,9.54,7.419230769,9.01,16.190001,9.01
2019/1/5 16:00,11.32,13.13,6.921538462,16.5,22.18,9.27
2019/1/5 20:00,10.95,15.06,6.423846154,13.6,19.030001,9.42
2019/1/6 0:00,6.44,9.25,5.926153846,4.9,6.79,7.83
2019/1/6 4:00,4,7.9,5.428461538,2.57,5.99,7.82
2019/1/6 8:00,3.88,6,4.930769231,3.44,5.36,7.82
2019/1/6 12:00,8.24,7.71,4.433076923,6.16,7.35,8.26
2019/1/6 16:00,12.24,12.22,3.935384615,10.23,9.03,9.04
2019/1/6 20:00,12.28,9.81,3.437692308,8.68,7.75,9.39
2019/1/7 0:00,4.55,7.3,2.94,6.29,16.75,8.16
2019/1/7 4:00,2.49,7.12,1.98,7.76,13.05,8.33
2019/1/7 8:00,2.94,6.6,2.75,7.93,14.98,8.56
2019/1/7 12:00,7.76,6.75,5.2,18.77,30.77,9.92
2019/1/7 16:00,10.17,9.46,7.25,22.879999,32.5,10.7
2019/1/7 20:00,6.08,10.19,5.76,21.780001,32.580002,11.18
2019/1/8 0:00,6.58,4.49,2,1.02,11.75863292,9.24
2019/1/8 4:00,3.64,4.17,1.92,0.03,11.75863292,9.71
2019/1/8 8:00,4.13,3.44,2.31,9.148585759,11.75863292,9.43
2019/1/8 12:00,15.75,4.75,3.34,1.8,11.75863292,11.02
2019/1/8 16:00,19.040001,6.31,3.7,8.77,11.75863292,11.7
2019/1/8 20:00,16.139999,7.98,2.32,5.4,11.75863292,10.46
2019/1/9 0:00,10.36,8.0275,2.518571429,3.24,8.7,7.15
2019/1/9 4:00,8.11,8.075,2.717142857,2.02,2.01,7.12
2019/1/9 8:00,7.26,8.1225,2.915714286,1.03,11.75863292,7.62
2019/1/9 12:00,8.77,8.17,3.114285714,2.21,7.25,7.98
2019/1/9 16:00,8.89,6.83,3.312857143,5.11,12.36,9.45
2019/1/9 20:00,8.72,7.75,3.511428571,5.8,6.43,8.2
2019/1/10 0:00,7.59,8.11,3.71,6.28,8.4,6.65
2019/1/10 4:00,4.48,7.76,4.45,5.26,6.26,6.4
2019/1/10 8:00,4.62,7.13,4.41,6.05,5.23,6.56
2019/1/10 12:00,6.04,7.11,5.9,9.53,14.4,7.6
2019/1/10 16:00,10.11,7.29,6.27,14.41,22.620001,7.54
2019/1/10 20:00,9.16,6.82,4.69,5.7,13.18,6.98
2019/1/11 0:00,11.73,8.08,8.28,11.32,12.66,8.63
2019/1/11 4:00,11.94,7.59,7.7,8.97,12.16,8.84
2019/1/11 8:00,11.25,7.53,7.33,6.49,12.94,8.83
2019/1/11 12:00,12.64,7.23,8.92,6.55,15.07,9.12
2019/1/11 16:00,13.53,7.78,8.7,10.36,15.73,7.79
2019/1/11 20:00,13.1,8.5,8.56,11.12,13.23,7.6
2019/1/12 0:00,8.2,10.14,7.21,6.95,12.5,8.79
2019/1/12 4:00,8.31,10.21,7.19,6.7,12.12,9.56
2019/1/12 8:00,8.65,9.95,7.06,6.41,12.03,8.93
2019/1/12 12:00,8.64,10.01,8.5,6.36,12.46,8.85
2019/1/12 16:00,8.68,10.14,9.92,6.62,12.27,9.13
2019/1/12 20:00,8.69,10.47,9.79,7.32,11.7,8.68
2019/1/13 0:00,8.698920863,11.22,4.9,8.85,9.41,13.86
2019/1/13 4:00,8.707841727,11.17,4.45,9.03,9.35,13.73
2019/1/13 8:00,8.71676259,11.01,4.74,8.8,9.49,13.76
2019/1/13 12:00,8.725683453,11.07,8.87,8.55,9.63,14.05
2019/1/13 16:00,8.734604317,11.16,10.96,8.42,9.9,13.93
2019/1/13 20:00,8.74352518,11.11,7.32,8.35,9.8,13.84
2019/1/14 0:00,8.752446043,11.25,4.86,8.59,9.58,13.88
2019/1/14 4:00,8.761366906,11.28,4.06,8.78,9.62,13.75
2019/1/14 8:00,8.77028777,10.75,4.35,8.48,9.76,13.88
2019/1/14 12:00,8.779208633,11.05,8.42,8.21,9.94,13.93
2019/1/14 16:00,8.788129496,9.02,10.36,8.08,10.25,13.91
2019/1/14 20:00,8.79705036,9,7.16,8.26,10.01,13.9
2019/1/15 0:00,8.805971223,8.62,4.91,8.6,9.9,13.95
2019/1/15 4:00,8.814892086,8.85,5.36,8.66,9.75,13.76
2019/1/15 8:00,8.82381295,8.9,5.32,8.33,9.66,13.8
2019/1/15 12:00,8.832733813,9.07,8.65,8.23,10.03,13.94
2019/1/15 16:00,8.841654676,9.23,10.16,8.39,9.84,13.78
2019/1/15 20:00,8.85057554,9.38,8.29,8.66,9.6,13.94
2019/1/16 0:00,8.859496403,9.31,5.29,8.87,9.44,13.83
2019/1/16 4:00,8.868417266,9.04,4.69,9.04,9.49,13.87
2019/1/16 8:00,8.877338129,9.03,4.82,8.92,9.71,13.97
2019/1/16 12:00,8.886258993,9.79,9.14,8.79,10.02,13.99
2019/1/16 16:00,8.895179856,9.12,9.3,8.8,10.29,14.01
2019/1/16 20:00,8.904100719,9.2,7.88,9.26,10.12,13.99
2019/1/17 0:00,8.913021583,9.12,4.89,9.53,9.88,13.65
2019/1/17 4:00,8.921942446,9.62,4.06,9.42,10.03,13.58
2019/1/17 8:00,8.930863309,9,3.92,9.16,10.09,13.95
2019/1/17 12:00,8.939784173,10.12,7,8.95,10.3,14.04
2019/1/17 16:00,8.948705036,9.47,9.68,8.92,10.58,13.88
2019/1/17 20:00,8.957625899,9.51,7.28,9.09,10.41,13.96
2019/1/18 0:00,8.966546763,8.68,3.77,9.26,10.23,13.93
2019/1/18 4:00,8.975467626,9.25,3.36,9.08,10.32,13.51
2019/1/18 8:00,8.984388489,9.31,3.29,8.81,10.31,13.8
2019/1/18 12:00,8.993309353,8.74,7.27,8.57,10.73,10.52610863
2019/1/18 16:00,9.002230216,9.58,8.98,8.51,10.86,10.52610863
2019/1/18 20:00,9.011151079,8.94,6.95,8.66,10.67,10.52610863
2019/1/19 0:00,9.020071942,9.02,4.53,9.04,10.49,10.52610863
2019/1/19 4:00,9.028992806,9,4.18,8.94,10.49,13.34
2019/1/19 8:00,9.037913669,8.63,3.92,8.58,10.51,13.33
2019/1/19 12:00,9.046834532,8.75,7.34,8.29,10.77,13.42
2019/1/19 16:00,9.055755396,9.07,11.18,8.17,10.86,13.47
2019/1/19 20:00,9.064676259,9.36,7.31,8.28,10.97,13.61
2019/1/20 0:00,9.073597122,9.27,4.7,8.61,10.56,13.68
2019/1/20 4:00,9.082517986,9.94,4.18,8.68,10.34,13.85
2019/1/20 8:00,9.091438849,8.82,4.22,8.41,10.51,13.86
2019/1/20 12:00,9.100359712,9.18,8.37,8.17,10.71,13.4
2019/1/20 16:00,9.109280576,9.1,12.13,8.12,10.97,13.47
2019/1/20 20:00,9.118201439,9.13,7.49,8.36,10.97,13.38
2019/1/21 0:00,9.127122302,9.31,4.98,8.8,10.47,13.42
2019/1/21 4:00,9.136043165,9.42,4.54,8.79,10.78,13.78
2019/1/21 8:00,9.144964029,8.65,3.98,8.6,10.7,14.05
2019/1/21 12:00,9.153884892,8.63,7.94,8.58,11.29,14.08
2019/1/21 16:00,9.162805755,9.51,10.19,8.33,11.6,14.14
2019/1/21 20:00,9.171726619,9.82,6.34,8.18,11.83,14.19
2019/1/22 0:00,9.180647482,9.16,3.99,8.69,11.36,14.27
2019/1/22 4:00,9.189568345,8.93,3.39,9.12,10.78,14.57
2019/1/22 8:00,9.198489209,9.39,2.98,9.03,10.52,14.63
2019/1/22 12:00,9.207410072,8.78,8.01,8.72,11.04,15.16
2019/1/22 16:00,9.216330935,9.1,13.32,8.73,11.64,15.36
2019/1/22 20:00,9.225251799,10.52,6.67,8.55,11.25,15.32
2019/1/23 0:00,9.234172662,9.15,4.04,8.46,10.7,15.28
2019/1/23 4:00,9.243093525,9.48,3.54,8.8,10.32,15.16
2019/1/23 8:00,9.252014388,8.95,2.95,8.67,10.25,14.08
2019/1/23 12:00,9.260935252,8.62,7.9,8.45,10.49,14.24
2019/1/23 16:00,9.269856115,9.19,13.34,8.32,11.14,14.24
2019/1/23 20:00,9.278776978,9.51,6.87,8.25,11.32,14.41
2019/1/24 0:00,9.287697842,9.42,4.6,8.42,10.98,14.66
2019/1/24 4:00,9.296618705,8.6,3.63,8.77,10.74,14.1
2019/1/24 8:00,9.305539568,8.59,3.85,8.73,10.78,14.41
2019/1/24 12:00,9.314460432,8.99,8.22,8.74,11.28,14.43
2019/1/24 16:00,9.323381295,10.09,13.77,8.94,12.21,14.34
2019/1/24 20:00,9.332302158,11.26,7.74,8.98,12.01,14.24
2019/1/25 0:00,9.341223022,9.26,4.78,9.16,11.64,14.1
2019/1/25 4:00,9.350143885,10.01,4.33,9.23,11.41,14.29
2019/1/25 8:00,9.359064748,9.76,4.15,9.28,11.14,14.25
2019/1/25 12:00,9.367985612,8.52,8.08,9.32,11.79,14.45
2019/1/25 16:00,9.376906475,8.83,12.33,9.55,12.44,14.58
2019/1/25 20:00,9.385827338,9.04,7.94,9.38,12.63,14.38
2019/1/26 0:00,9.394748201,9.28,5.07,9.52,12.1,14.37
2019/1/26 4:00,9.403669065,8.7,4.49,9.61,11.74,14.42
2019/1/26 8:00,9.412589928,8.71,4.29,9.66,11.68,14.25
2019/1/26 12:00,9.421510791,8.85,8.43,10.12,12.16,14.33
2019/1/26 16:00,9.430431655,9.2,14,10.99,13.25,14.5
2019/1/26 20:00,9.439352518,9.84,8.51,11.65,14.09,14.45
2019/1/27 0:00,9.448273381,9.27,5.24,11.9,13.2,14.29
2019/1/27 4:00,9.457194245,9.74,4.25,11.78,12.48,14.48
2019/1/27 8:00,9.466115108,9.11,4.12,11.18,12.36,14.45
2019/1/27 12:00,9.475035971,8.95,8.75,11,12.95,14.45
2019/1/27 16:00,9.483956835,9.29,13.11,11.5,13.48,14.97
2019/1/27 20:00,9.492877698,9.78,7.81,12.02,13.63,14.6
2019/1/28 0:00,9.501798561,9.81,5.52,11.87,13.4,14.74
2019/1/28 4:00,9.510719424,9.05,4.67,11.74,12.85,14.9
2019/1/28 8:00,9.519640288,9.46,4.86,11.59,12.97,14.66
2019/1/28 12:00,9.528561151,8.6,9.31,11.76,13.22,14.57
2019/1/28 16:00,9.537482014,8.59,11.76,12.42,14.2,14.6
2019/1/28 20:00,9.546402878,9.99,7.83,12.8,14.31,14.54
2019/1/29 0:00,9.555323741,8.58,5.18,13.5,13.72,14.59
2019/1/29 4:00,9.564244604,8.8,4.12,13.61,13.28,14.48
2019/1/29 8:00,9.573165468,8.68,3.97,13.28,13.27,14.41
2019/1/29 12:00,9.582086331,8.99,8.68,13.82,13.79,14.58
2019/1/29 16:00,9.591007194,9.08,12.36,13.59,14.9,14.8
2019/1/29 20:00,9.599928058,9.05,8.13,14.1,14.82,14.65
2019/1/30 0:00,9.608848921,9.38,4.95,14.12,14.2,14.74
2019/1/30 4:00,9.617769784,9.4,3.96,13.85,13.61,14.5
2019/1/30 8:00,9.626690647,8.85,3.99,13.06,13.36,14.55
2019/1/30 12:00,9.635611511,9.42,9.36,12.65,14.06,14.91
2019/1/30 16:00,9.644532374,9.26,10.89,12.46,14.9,14.67
2019/1/30 20:00,9.653453237,8.97,8.3,11.96,14.56,14.83
2019/1/31 0:00,9.662374101,8.94,5.49,12.12,13.85,14.81
2019/1/31 4:00,9.671294964,9.66,4.79,12.35,13.05,14.79
2019/1/31 8:00,9.680215827,9.1,4.83,12.04,12.8,14.73
2019/1/31 12:00,9.689136691,9.09,9.25,12.16,13.32,15.05
2019/1/31 16:00,9.698057554,9.44,11.57,12.53,14.27,14.87
2019/1/31 20:00,9.706978417,9.32,8.84,12.83,14.69,14.68
2019/2/1 0:00,9.715899281,10.96,6.65,6.02,10.68,13.83
2019/2/1 4:00,9.724820144,10.95,5.35,5.86,10.8,13.79
2019/2/1 8:00,9.733741007,10.63,5.22,5.85,10.8,13.95
2019/2/1 12:00,9.742661871,10.94,9.55,5.72,10.86,14.03
2019/2/1 16:00,9.751582734,11.21,10.7,5.81,11.04,14
2019/2/1 20:00,9.760503597,11.56,8.29,5.96,10.9,14.02
2019/2/2 0:00,9.76942446,9.48,6.06,12.4,14.54,14.61
2019/2/2 4:00,9.778345324,9.43,4.51,12.78,13.65,14.5
2019/2/2 8:00,9.787266187,11.02,4.37,12.62,13.38,14.81
2019/2/2 12:00,9.79618705,9.42,6.69,12.79,13.38,14.77
2019/2/2 16:00,9.805107914,10.01,8.72,12.57,13.47,15.07
2019/2/2 20:00,9.814028777,9.62,7.55,11.38,13.48,14.94
2019/2/3 0:00,9.82294964,8.38,4.64,20.1,12.56,10.6
2019/2/3 4:00,9.831870504,8.22,4.35,19.629999,12.34,10.67
2019/2/3 8:00,9.840791367,9.56,3.92,20.07,12.39,11.02
2019/2/3 12:00,9.84971223,8.03,7.95,20.58,13.29,11.21
2019/2/3 16:00,9.858633094,7.58,11,20.459999,14.09,11.09
2019/2/3 20:00,9.867553957,7.46,7.6,19.719999,14.03,11.16
2019/2/4 0:00,9.87647482,8.84,7.12,11.84,12.67,8.62
2019/2/4 4:00,9.885395683,9.24,5.76,10.17,10.93,8.83
2019/2/4 8:00,9.894316547,9.55,5.76,9.21,10.21,8.47
2019/2/4 12:00,9.90323741,8.69,8.55,12.26,12.36,8.59
2019/2/4 16:00,9.912158273,7.62,10.74,12.92,16.48,8.71
2019/2/4 20:00,9.921079137,8.51,9.65,12.11,16.379999,8.79
2019/2/5 0:00,9.93,14.7,9.135384615,9.02,15.7,9.34
2019/2/5 4:00,11.33666667,12.86,8.620769231,6.82,12.46,8.96
2019/2/5 8:00,12.74333333,10.06,8.106153846,7.13,14.56,9.01
2019/2/5 12:00,14.15,10.61,7.591538462,12.95,19.530001,9.76
2019/2/5 16:00,16.530001,16.24,7.076923077,18.559999,26.040001,9.83
2019/2/5 20:00,14.36,15.56,6.562307692,15.47,25.82,9.66
2019/2/6 0:00,5.54,6.81,6.047692308,9.19,7.42,8.38
2019/2/6 4:00,3.48,5.26,5.533076923,6.32,6.71,7.69
2019/2/6 8:00,4.38,5.96,5.018461538,6.75,8.33,8.12
2019/2/6 12:00,10.31,7.83,4.503846154,22.43,10.2,8.7
2019/2/6 16:00,10.11,8.38,3.989230769,29.08,10.25,9.5
2019/2/6 20:00,8.025,10.5,3.474615385,18.68,16.175,9.55
2019/2/7 0:00,5.94,9.61,2.96,8.28,22.1,9.49
2019/2/7 4:00,3.23,8.14,2.02,6.12,14.45,8.9
2019/2/7 8:00,2.71,8.23,2.3,5.1,15.4,8.89
2019/2/7 12:00,3.02,7.34,4.56,11.98,28.709999,8.07
2019/2/7 16:00,3.46,7.94,7.36,21.73,32.740002,8.26
2019/2/7 20:00,6.77,7.97,0.71,15.8,27.73,8.46
2019/2/8 0:00,13.1,6.07,1.78,4.06,11.75863292,10.46
2019/2/8 4:00,10.44,4.77,1.72,1.47,11.75863292,10.25
2019/2/8 8:00,5.41,4.41,0.39,0.02,11.75863292,10.62
2019/2/8 12:00,5.26,2.63,0.2,0.18,11.75863292,11.44
2019/2/8 16:00,7.93,1.77,0.2,0.41,11.75863292,12.75
2019/2/8 20:00,9.01,1.74,0.18,1.81,11.75863292,12.08
2019/2/9 0:00,9.69,8.73,0.801428571,3.42,3.5,8.15
2019/2/9 4:00,8,8.39,1.422857143,2.29,11.75863292,7.08
2019/2/9 8:00,5.98,6.74,2.044285714,1.22,11.75863292,7.58
2019/2/9 12:00,8.58,6.24,2.665714286,2.1,9.96,8.8
2019/2/9 16:00,7.36,6.79,3.287142857,4.625,18.040001,9.84
2019/2/9 20:00,6.17,7.77,3.908571429,7.15,15.78,10.29
2019/2/10 0:00,4.93,8.33,4.53,5.83,7.83,7.16
2019/2/10 4:00,3.75,8.78,4.88,5.47,5.21,7.06
2019/2/10 8:00,3,8.18,5.14,5.64,3.82,7.12
2019/2/10 12:00,4.88,7.21,5.78,10.66,10.33,7.21
2019/2/10 16:00,6.78,7.17,5.64,8.36,24.27,8.12
2019/2/10 20:00,7.93,7.84,4.94,6.06,16.280001,7.59
2019/2/11 0:00,12.56,8.15,7.76,10.63,11.83,7.71
2019/2/11 4:00,11.53,7.46,7.88,9,11.18,8.23
2019/2/11 8:00,10.18,7.28,7.79,6.7,11.01,7.59
2019/2/11 12:00,12.01,7.38,8.56,6.28,12.98,7.94
2019/2/11 16:00,12.91,7.44,8.94,7.57,13.55,7.97
2019/2/11 20:00,12.95,7.36,8.41,9.18,11.49,7.73
2019/2/12 0:00,10.39,10.31,7.86,7.41,11.65,9.39
2019/2/12 4:00,9.66,10.24,7.46,7.14,11.37,9.13
2019/2/12 8:00,9.47,9.93,7.02,6.71,11.23,9.24
2019/2/12 12:00,9.83,9.94,8.31,6.6,11.35,9.46
2019/2/12 16:00,10.73,10.31,10.04,7.24,11.46,9.32
2019/2/12 20:00,10.37,11.33,9.57,7.88,11.53,8.54
2019/2/13 0:00,10.38917355,10.39,7.44,11.89,14.33,14.39
2019/2/13 4:00,10.40834711,10.52,4.7,11.72,13.72,14.45
2019/2/13 8:00,10.42752066,9.93,4.5,11.29,13.16,14.44
2019/2/13 12:00,10.44669421,9,12.32,11.61,13.47,15
2019/2/13 16:00,10.46586777,9.24,18.219999,11.55,13.99,15.67
2019/2/13 20:00,10.48504132,9.63,10,11.64,14.13,15.38
2019/2/14 0:00,10.50421488,9.86,7.56,11.4,13.93,15.02
2019/2/14 4:00,10.52338843,9.68,4.82,11.58,13.36,15.09
2019/2/14 8:00,10.54256198,9.35,4.87,11.58,13.02,14.8
2019/2/14 12:00,10.56173554,9.31,10.21,11.78,13.11,14.77
2019/2/14 16:00,10.58090909,10.22,14.61,12,13.31,14.66
2019/2/14 20:00,10.60008264,10.47,7.77,10.93,13.6,15.39
2019/2/15 0:00,10.6192562,10.2,6.03,10.73,13.43,15.43
2019/2/15 4:00,10.63842975,9.14,4.03,10.69,12.98,14.67
2019/2/15 8:00,10.65760331,9.17,4.18,10.46,12.41,14.93
2019/2/15 12:00,10.67677686,10.41,9.91,10.46,12.64,14.74
2019/2/15 16:00,10.69595041,9.28,15.86,10.62,13.34,15.06
2019/2/15 20:00,10.71512397,9.92,9.55,10.45,13.39,15.49
2019/2/16 0:00,10.73429752,10.05,6.75,10.28,13.08,15
2019/2/16 4:00,10.75347107,9.48,5.56,10.45,12.85,14.72
2019/2/16 8:00,10.77264463,9.25,5.58,10.49,12.76,15.42
2019/2/16 12:00,10.79181818,9.3,10.09,10.72,13,14.55
2019/2/16 16:00,10.81099174,9.84,12.12,10.53,13.39,14.98
2019/2/16 20:00,10.83016529,9.91,9.06,10.66,13.3,14.73
2019/2/17 0:00,10.84933884,9.76,5.97,10.51,13.29,14.73
2019/2/17 4:00,10.8685124,9.59,4.98,10.6,12.74,14.43
2019/2/17 8:00,10.88768595,9.35,4.83,10.47,12.54,14.72
2019/2/17 12:00,10.9068595,9.45,11.02,10.92,12.7,14.44
2019/2/17 16:00,10.92603306,12.39,14.66,10.8,13.24,14.69
2019/2/17 20:00,10.94520661,11.28,8.1,10.62,13.14,14.67
2019/2/18 0:00,10.96438017,11.09,5.08,10.3,13.34,15.24
2019/2/18 4:00,10.98355372,10.62,4.94,10.46,13.08,14.96
2019/2/18 8:00,11.00272727,9.54,4.81,10.43,12.89,14.75
2019/2/18 12:00,11.02190083,9.02,9.49,10.67,13.23,14.5
2019/2/18 16:00,11.04107438,9.07,11.14,10.9,13.7,15.14
2019/2/18 20:00,11.06024793,9.48,7.48,10.38,13.7,15.13
2019/2/19 0:00,11.07942149,9.12,5.21,10.26,13.28,14.7
2019/2/19 4:00,11.09859504,9.2,4.47,10.11,12.86,14.76
2019/2/19 8:00,11.1177686,8.36,4.23,10.07,12.71,15.27
2019/2/19 12:00,11.13694215,9.28,8.14,10.09,12.67,14.6
2019/2/19 16:00,11.1561157,8.76,11.16,10.1,12.84,14.84
2019/2/19 20:00,11.17528926,9.16,6.9,10.35,12.99,15.06
2019/2/20 0:00,11.19446281,9.44,4.85,10.2,12.87,15.11
2019/2/20 4:00,11.21363636,8.78,4.81,10.15,12.35,14.97
2019/2/20 8:00,11.23280992,8.97,4.79,10.19,12.06,14.88
2019/2/20 12:00,11.25198347,8.37,11.95,10.36,12.3,14.93
2019/2/20 16:00,11.27115702,8.83,14.54,10.28,13.05,15
2019/2/20 20:00,11.29033058,9.36,7.34,10.28,13.15,14.84
2019/2/21 0:00,11.30950413,10.52,3.97,9.8,12.83,15.12
2019/2/21 4:00,11.32867769,8.67,3.61,9.96,12.33,14.87
2019/2/21 8:00,11.34785124,8.64,3.77,9.92,12.27,14.94
2019/2/21 12:00,11.36702479,8.12,11.16,10.21,12.28,14.81
2019/2/21 16:00,11.38619835,8.29,12.7,10.58,13.12,14.63
2019/2/21 20:00,11.4053719,8.4,6.39,10.52,13.15,15.06
2019/2/22 0:00,11.42454545,8.25,4.04,10.28,12.82,15.42
2019/2/22 4:00,11.44371901,8.37,3.46,10.45,12.4,14.56
2019/2/22 8:00,11.46289256,9.29,3.39,10.55,12.18,14.79
2019/2/22 12:00,11.48206612,8.2,11.49,10.83,12.4,14.78
2019/2/22 16:00,11.50123967,8.27,10.51,11.54,13.27,15.05
2019/2/22 20:00,11.52041322,8.81,5.48,11.67,13.48,15.37
2019/2/23 0:00,11.53958678,8.7,3.63,10.77,13.2,14.41
2019/2/23 4:00,11.55876033,9.27,3.25,10.5,12.9,14.63
2019/2/23 8:00,11.57793388,8.87,3.16,10.54,12.9,14.96
2019/2/23 12:00,11.59710744,8.37,10.72,11.8,13.55,14.96
2019/2/23 16:00,11.61628099,8.44,15.66,13.14,13.77,14.65
2019/2/23 20:00,11.63545455,8.38,6.82,13.15,13.84,14.55
2019/2/24 0:00,11.6546281,9.48,2.59,12.53,13.85,14.98
2019/2/24 4:00,11.67380165,8.63,3.15,11.87,13.18,14.47
2019/2/24 8:00,11.69297521,8.63,3.19,11.77,13.02,14.62
2019/2/24 12:00,11.71214876,8.82,10.16,12.66,13.86,15.28
2019/2/24 16:00,11.73132231,8.86,13.02,14.78,14.63,15.55
2019/2/24 20:00,11.75049587,8.27,5.89,15.93,14.64,15.59
2019/2/25 0:00,11.76966942,8.42,3.88,15.12,14.2,14.84
2019/2/25 4:00,11.78884298,8.79,3.6,14.74,13.04,14.54
2019/2/25 8:00,11.80801653,8.68,3.59,14.49,12.51,14.76
2019/2/25 12:00,11.82719008,9.28,10.27,15.64,13.69,14.5
2019/2/25 16:00,11.84636364,8.94,14.24,17.309999,15.42,14.76
2019/2/25 20:00,11.86553719,8.18,6.57,17.469999,14.94,14.76
2019/2/26 0:00,11.88471074,9.21,4.28,16.83,15.41,14.77
2019/2/26 4:00,11.9038843,8.61,3.34,16.34,12.94,14.64
2019/2/26 8:00,11.92305785,8.81,2.87,15.79,12.25,14.94
2019/2/26 12:00,11.9422314,9.29,8.54,17.25,13.08,14.9
2019/2/26 16:00,11.96140496,8.3,10.57,18.68,13.41,14.61
2019/2/26 20:00,11.98057851,7.86,6.51,17.24,12.6,14.82
2019/2/27 0:00,11.99975207,9.17,4.92,15.89,12.04,15.34
2019/2/27 4:00,12.01892562,8.64,3.56,14.51,11.48,15.41
2019/2/27 8:00,12.03809917,8.79,3.38,14.25,11.45,14.94
2019/2/27 12:00,12.05727273,8.24,10,15.42,12.08,14.3
2019/2/27 16:00,12.07644628,9.43,11.3,16.67,12.12,14.81
2019/2/27 20:00,12.09561983,9.16,7.87,16.83,12.27,14.75
2019/2/28 0:00,12.11479339,8.29,5.14,16.23,11.96,15.5
2019/2/28 4:00,12.13396694,8.38,3.06,15.93,11.28,15.4
2019/2/28 8:00,12.1531405,10.16,3.26,15.74,11.46,15.48
2019/2/28 12:00,12.17231405,9.78,8.51,16.690001,12.28,14.68
2019/2/28 16:00,12.1914876,9.16,10.38,17.959999,13.32,14.72
2019/2/28 20:00,12.21066116,8.98,7.94,17.48,12.78,15.02
2019/3/1 0:00,12.22983471,10.81,5.38,5.99,10.51,14.04
2019/3/1 4:00,12.24900826,10.74,4.76,5.95,10.17,14.05
2019/3/1 8:00,12.26818182,10.37,4.54,5.62,10,14.05
2019/3/1 12:00,12.28735537,10.48,8.112400146,5.72,9.98,14.1
2019/3/1 16:00,12.30652893,10.7,10.67,5.19,10.3,14.01
2019/3/1 20:00,12.32570248,11.22,7.59,5.41,10.58,14.02
2019/3/2 0:00,12.34487603,9.67,5.96,11.36,13.07,14.94
2019/3/2 4:00,12.36404959,9.78,4.67,11.28,12.64,14.84
2019/3/2 8:00,12.38322314,9.77,4.86,10.98,12.46,14.76
2019/3/2 12:00,12.40239669,9.54,9.38,11.68,12.81,14.69
2019/3/2 16:00,12.42157025,9.41,12.87,12.08,13.88,14.99
2019/3/2 20:00,12.4407438,9.55,9.11,12.21,13.66,15.05
2019/3/3 0:00,12.45991736,7.92,4.87,19,14.51,11.23
2019/3/3 4:00,12.47909091,8.84,4.25,18.709999,14.1,11.58
2019/3/3 8:00,12.49826446,8.98,4.4,18.290001,14.93,11.08
2019/3/3 12:00,12.51743802,7.8,8.08,18.719999,14.8,11.32
2019/3/3 16:00,12.53661157,7.55,10.42,18.9,15.13,11.35
2019/3/3 20:00,12.55578512,8.38,7.86,18,14.54,11.14
2019/3/4 0:00,12.57495868,8.25,7.2,9.57,15.16,8.71
2019/3/4 4:00,12.59413223,8.27,5.6,9.52,14.28,8.67
2019/3/4 8:00,12.61330579,7.71,5.69,7.99,14.28,8.37
2019/3/4 12:00,12.63247934,7.38,8.44,12.4,16.280001,8.61
2019/3/4 16:00,12.65165289,7.78,10.25,12.3,15.7,8.78
2019/3/4 20:00,12.67082645,7.45,9.44,11.85,14.53,8.62
2019/3/5 0:00,12.69,13.99,8.758461538,11.48,19.280001,9.19
